company,category,title,subtitle,link,year,month,day,excerpt,keywords_title,keywords_excerpt,myKeywords
uber,culture,"Open Source at Uber: A Conversation with Yuri Shkuro, Jaeger Project Lead",No subtitle,https://eng.uber.com/yuri-shkuro-interview/,2018,10,18,"Yuri Shkuro dicusses his journey to open source at Uber, his experience developing Jaeger, our open source distributed tracing system, and how to grow an open source community from scratch.","jaeger project lead, yuri shkuro","open source distributed tracing system, open source community",
uber,culture,Seven Things to Know about Technical Writing at Uber,No subtitle,https://eng.uber.com/technical-writing-uber/,2018,10,3,Technical writer and former intern Shannon Brown explains her work and answers common questions about this important role in Uber's engineering organization.,"technical writing, seven things","former intern shannon brown explains, answers common questions",
uber,culture,From Financial Models to iOS Model View Controllers: Making a Career Move to Programming,No subtitle,https://eng.uber.com/joe-zhou-career-move/,2018,9,18,"Joe Zhou, the 7th iOS engineer on the Uber Eats team, offers advice for those considering taking the plunge into programming.","ios model view controllers, financial models","uber eats team, 7th ios engineer",
uber,culture,Talking Safety with Uber Data Scientist Sunny Jeon,No subtitle,https://eng.uber.com/safety-data-scientist-sunny-jeon-profile/,2018,9,11,"In an interview for the Uber Eng blog, Data Scientist Sunny Jeon talks about how his team develops solutions in order to advance Uber's core value of safety.","uber data scientist sunny jeon, talking safety","data scientist sunny jeon talks, team develops solutions",
uber,culture,Seeing Double: Meet Uber's Identical Twin Data Scientists,No subtitle,https://eng.uber.com/twin-data-scientists/,2018,8,22,"Afshine and Shervine Amidi, identical twins, discuss their journeys to data science and how their work at Uber helps teams improve user experiences on our platform.","identical twin data scientists, seeing double","uber helps teams improve user experiences, shervine amidi",
uber,culture,Out of the Classroom: A Snapshot of Uber's Summer 2018 Interns,No subtitle,https://eng.uber.com/2018-uber-interns/,2018,8,14,A few of Uber's over 200 engineering interns from this year's summer program talk about the projects they worked on and what their experiences in the office were like.,"summer 2018 interns, uber","summer program talk, 200 engineering interns",
uber,culture,"Ten Questions with Angus Croll, Author of If Hemingway Wrote JavaScript",No subtitle,https://eng.uber.com/hemingway-javascript/,2018,6,20,"Inspired by his love of reading, Uber engineer Angus Croll wrote a book dedicated to mimicking the literary styles of famous authors—in JavaScript.","hemingway wrote javascript, ten questions","uber engineer angus croll wrote, famous authors —",
uber,culture,"Open Source at Uber: Meet Shan He, the Architect Behind kepler.gl",No subtitle,https://eng.uber.com/shan-he/,2018,5,29,"Shan He, the technical lead on Uber's kepler.gl framework, discusses her journey to data visualization and why she believes open source is such an important part of her team's work.","architect behind kepler, open source","believes open source, technical lead",Visualization 
uber,culture,"Customer-focused Engineering at Uber: A Q&A with Jörg Heilig, VP of Ridesharing and Eats Engineering",No subtitle,https://eng.uber.com/customer-focused-engineering/,2018,5,10,"In this interview, Uber Vice President of Engineering for Ridesharing and Eats Jörg Heilig talks about taking a leadership role in a large engineering organization with a broad portfolio and the priorities being set for 2018.","jörg heilig, focused engineering","eats jörg heilig talks, uber vice president",
uber,culture,Revealing Genius: Zach Singleton on Preparing Black Male CS Students for Tech Careers,No subtitle,https://eng.uber.com/uncovering-genius/,2018,5,4,"Product Manager Zach Singleton talks about how Uber partnered with The Hidden Genius Project to create the Career Prep Program, a one-year course that prepares black male computer science students for careers in tech.","preparing black male cs students, zach singleton","prepares black male computer science students, product manager zach singleton talks",
uber,culture,"Fighting Resistance, Finding Balance: A Conversation with Sophia Vicent, Uber's Director of Technical Program Management",No subtitle,https://eng.uber.com/finding-balance/,2018,4,3,Sophia Vicent joined Uber after spending 10 years away from the workforce to raise her daughter. We caught up with her to discuss her journey in technical program management.,"technical program management, sophia vicent","spending 10 years away, sophia vicent joined uber",
uber,culture,"Open Source at Uber: A Conversation with Nicolas Garcia Belmonte, Head of Visualization",No subtitle,https://eng.uber.com/belmonte/,2018,3,26,"Nicolas Garcia Belmonte, head of visualization, talks about his experience getting started in open source and the role it plays in his work at Uber.","nicolas garcia belmonte, open source","nicolas garcia belmonte, experience getting started",Visualization 
uber,culture,From Milking Cows to Writing Code: A Dreamer's Journey,No subtitle,https://eng.uber.com/benito-sanchez-profile/,2018,3,9,"Brought to the US when he was 10 years old, DACA gave Benito Sanchez the security to go to college and get a job in technology.","writing code, milking cows","daca gave benito sanchez, 10 years old",
uber,culture,Celebrating Uber Bangalore's Women in Tech,No subtitle,https://eng.uber.com/bangalore-women-tech/,2018,3,7,"In honor of International Women's Day (March 8), Disha Pancholi, Uber Bangalore Engineering's Site Program Manager, sat down with members of her office to discuss their experiences as women in technology.","celebrating uber bangalore, women","march 8 ), disha pancholi, uber bangalore engineering",
uber,culture,Scalable Systems & Scalable Careers: A Chat with Uber's Sumbry,No subtitle,https://eng.uber.com/scalable-careers/,2018,2,28,"What do Site Reliability Engineering (SRE) and mentorship have in common? According to Uber SRE manager Sumbry, both areas focus on growth.","scalable systems, scalable careers","uber sre manager sumbry, site reliability engineering",
uber,culture,Designing Uber's Product Manager Bootcamp,No subtitle,https://eng.uber.com/pm-bootcamp/,2018,2,9,"Uber's Product Manager Bootcamp facilitates a more robust and streamlined onboarding experience for new PMs, leading to increased alignment, communication, and collaboration between product teams.","product manager bootcamp, designing uber","product manager bootcamp facilitates, streamlined onboarding experience",
uber,culture,Meet Uber's Software Engineer Apprentices,No subtitle,https://eng.uber.com/engineer-apprentices/,2018,2,6,Uber's Software Engineer Apprentice Program gives developers with non-traditional paths to programming an opportunity to work on industry-level software while receiving extended training and mentorship.,"software engineer apprentices, meet uber","software engineer apprentice program gives developers, receiving extended training",
uber,culture,Playing the Perfect Game: Building Uber Eats on Android,No subtitle,https://eng.uber.com/android-eats/,2018,1,19,"To mark the two-year anniversary of Uber Eats, Android engineer Hilary Karls discusses how her team's commitment to ""playing the perfect game"" resulted in one of Uber's most successful products.","building uber eats, perfect game","android engineer hilary karls discusses, year anniversary",
uber,culture,Engineering Confidence: A Beginner's Guide to Overcoming Imposter Syndrome,No subtitle,https://eng.uber.com/emilee-urbanek/,2018,1,9,"How do you overcome imposter syndrome? Act with confidence, follow your first instinct, and always be learning and teaching.","overcoming imposter syndrome, engineering confidence","overcome imposter syndrome, first instinct",
uber,culture,Navigating the Engineering Interview Process at Uber & Beyond,No subtitle,https://eng.uber.com/engineering-interview/,2017,12,12,"Up for the challenge of developing at unprecedented scale? First, learn what it takes to master the technical interview process at Uber.","engineering interview process, uber","technical interview process, unprecedented scale",
uber,culture,Engineering a Million-Mile Journey with Uber ATG,No subtitle,https://eng.uber.com/poornima-kaniarasu/,2017,10,5,"Uber ATG's Poornima Kaniarasu shares how she found her ""place"" developing the machine learning technologies behind our self-driving vehicles.","uber atg, mile journey","machine learning technologies behind, poornima kaniarasu shares",
uber,culture,How to Have Your Software Engineering Job and Eat It Too,No subtitle,https://eng.uber.com/aimee-lucido/,2017,9,28,Uber Engineering's Aimee Lucido reflects on how she redefined her career as a software engineer through advocacy and writing.,"software engineering job, eat","aimee lucido reflects, uber engineering",
uber,culture,My Site Reliability Engineering Internship Experience with Uber,No subtitle,https://eng.uber.com/sre-internship/,2017,9,20,"What did you do this summer? In this article, intern Mitali Palekar reflects on her experience as a member of Uber's Site Reliability Engineering team.","site reliability engineering internship experience, uber","site reliability engineering team, intern mitali palekar reflects",
uber,culture,How Uber Engineering's Roche Janken Channels Creativity into Code,No subtitle,https://eng.uber.com/roche-janken/,2017,9,14,Uber's Roche Janken shares how her background as a dancer influences her approach to privacy engineering.,"roche janken channels creativity, uber engineering","roche janken shares, privacy engineering",
uber,culture,The Uber Engineering Summer Intern Experience,No subtitle,https://eng.uber.com/intern-q-a/,2016,9,7,"As this summer comes to a close, profiles from last summer's Uber Engineering intern class and what their Uber experience was like.",uber engineering summer intern experience,"uber engineering intern class, uber experience",
uber,culture,My Uber Engineering Intern Experience on the Supply Engine Team,No subtitle,https://eng.uber.com/uber-intern-supply-2015/,2015,12,15,Kate Park's Uber internship experience on the Supply Engine team. The first of a series of articles on what it's like to intern at Uber Engineering.,"uber engineering intern experience, supply engine team","supply engine team, uber internship experience",
uber,culture,How to Stick Out from the Crowd in the Uber Engineering Interview Process,No subtitle,https://eng.uber.com/recruit-q-a/,2015,12,8,"Looking for that extra edge in the tech interview process? Uber Technical Recruiting gives their perspective on what they're looking for, and how software engineers can maximize their odds of getting noticed.","uber engineering interview process, stick","uber technical recruiting gives, tech interview process",
uber,culture,Learning as a New Grad on the Uber Engineering Money Team,No subtitle,https://eng.uber.com/new-grad-money-team/,2015,9,1,"One of our new graduate hires from 2014, Cory, recounts a lesson learned from deploying code with a bug for our payment systems on a Friday.","uber engineering money team, new grad","new graduate hires, payment systems",
uber,culture,Introducing #LADYENG at Uber Engineering,No subtitle,https://eng.uber.com/lady-eng/,2015,7,31,"When you work at one of the fastest-growing companies in the world, you get used to building some pretty awesome things. Our internal #LadyEng organization was founded in 2014 to improve the recruitment process, career opportunities, and general work environment for women engineers and other technical roles. Here, we highlight a few of our members and what they've been working on over the past year.","uber engineering, ladyeng","pretty awesome things, general work environment",
uber,general-engineering,Why Financial Planning is Exciting… At Least for a Data Scientist,No subtitle,https://eng.uber.com/financial-planning-for-data-scientist/,2019,2,7,"In this article, Uber's Marianne Borzic Ducournau discusses why financial planning at Uber presents unique and challenging opportunities for data scientists.","financial planning, exciting …","marianne borzic ducournau discusses, uber presents unique",
uber,general-engineering,How Uber Beacon Helps Improve Safety for Riders and Drivers,No subtitle,https://eng.uber.com/uber-beacon/,2018,12,21,"The Uber Beacon leverages visual signaling, an accelerometer, and a gyroscope to improve the accuracy of in-app safety products like our automatic crash detection feature.","uber beacon helps improve safety, riders","uber beacon leverages visual signaling, automatic crash detection feature",
uber,general-engineering,Year in Review: 2018 Highlights from the Uber Engineering Blog,No subtitle,https://eng.uber.com/2018-highlights/,2018,12,20,"Our editors spotlight some of the year's most popular articles, from an overview of our Big Data platform to a first-person account of an engineer's immigrant journey.","uber engineering blog, 2018 highlights","big data platform, popular articles",
uber,general-engineering,Interning at Uber: Building the Uber Eats Menu Scheduler,No subtitle,https://eng.uber.com/uber-eats-menu-scheduler/,2018,12,17,"Jonathan Levi recounts his experience as an intern at Uber during Summer 2018, including building a useful project for the Uber Eats team.","uber eats menu scheduler, uber","jonathan levi recounts, uber eats team",
uber,general-engineering,Engineering Uber's Next-Gen Payments Platform,No subtitle,https://eng.uber.com/payments-platform/,2018,12,5,"During a September 2018 meetup, Uber's Payments Platform team discusses how this technology supports our company's growth through an active-active architecture, exactly-once payment processing, and scalability across businesses.","gen payments platform, engineering uber","payments platform team discusses, september 2018 meetup",
uber,general-engineering,Why We Decided to Rewrite Uber's Driver App,No subtitle,https://eng.uber.com/rewrite-uber-carbon-app/,2018,10,9,"Uber engineers outline how we came to the resource-intensive decision to rewrite, rather than migrate or update, our driver app.","rewrite uber, driver app","uber engineers outline, intensive decision",
uber,general-engineering,Herb: Multi-DC Replication Engine for Uber's Schemaless Datastore,No subtitle,https://eng.uber.com/herb-datacenter-replication/,2018,7,25,"Facing the need for a resilient data structure over thousands of storage nodes to serve the 15 million rides per day that occur on our platform, Uber engineers developed Herb, our data replication solution. Herb ensures data availability and integrity across our data centers.","dc replication engine, schemaless datastore","15 million rides per day, uber engineers developed herb",
uber,general-engineering,Building Automated Feature Rollouts on Robust Regression Analysis,No subtitle,https://eng.uber.com/autonomous-rollouts-regression-analysis/,2018,7,17,"Building robust regression analysis not only helps ensure that new feature deployments work properly, but also lets Uber engineers automate deployments.","building automated feature rollouts, robust regression analysis","also lets uber engineers automate deployments, new feature deployments work properly",
uber,general-engineering,Enhancing the Quality of Uber's Maps with Metrics Computation,No subtitle,https://eng.uber.com/maps-metrics-computation/,2018,7,12,"Maps make up the bedrock of Uber's transportation solutions. Find out how we ensure the quality of our map data through extensive metrics computation, maintaining fidelity to real world locations and pinpointing allowable pick up and drop off locations for riders.","metrics computation, uber","pinpointing allowable pick, extensive metrics computation",Map 
uber,general-engineering,What Every Engineer Should Know About Open Source Software Licenses and IP,No subtitle,https://eng.uber.com/oss-ip/,2018,6,18,Uber's attorneys explain the intricacies of different types of open source software licenses and intellectual property.,"open source software licenses, every engineer","open source software licenses, intellectual property",
uber,general-engineering,How Trip Inferences and Machine Learning Optimize Delivery Times on Uber Eats,No subtitle,https://eng.uber.com/uber-eats-trip-optimization/,2018,6,15,"Using GPS and sensor data from Android phones, Uber engineers develop a state model for trips taken by Uber Eats delivery-partners, helping to optimize trip timing for delivery-partners and eaters alike.","machine learning optimize delivery times, uber eats","uber engineers develop, optimize trip timing",GPS improvement 
uber,general-engineering,Advanced Technologies for Detecting and Preventing Fraud at Uber,No subtitle,https://eng.uber.com/advanced-technologies-detecting-preventing-fraud-uber/,2018,6,14,"To detect and prevent fraud, Uber brings to bear data science and machine learning, analyzing GPS traces and usage patterns to identify suspicious behavior.","preventing fraud, advanced technologies","identify suspicious behavior, bear data science",GPS improvement 
uber,general-engineering,Food Discovery with Uber Eats: Building a Query Understanding Engine,No subtitle,https://eng.uber.com/uber-eats-query-understanding/,2018,6,10,"Uber engineers share how we process search terms for our Uber Eats service, using query understanding and expansion to find restaurants and menu items that best match what our eaters want.","query understanding engine, uber eats","using query understanding, uber engineers share",
uber,general-engineering,Building a Multi-Modal Transportation Platform with JUMP Bikes,No subtitle,https://eng.uber.com/building-multi-modal-transportation-platform-jump-bikes/,2018,5,30,"Making JUMP Bikes' semi-dockless electric bicycles available on Uber's platform not only added a popular new transportation type for Uber riders, but also marked an important step in how we can use our technology to broaden transportation options.","modal transportation platform, jump bikes","dockless electric bicycles available, popular new transportation type",
uber,general-engineering,Thank You for Your Feedback: Improving the Uber Engineering Workflow with uRate,No subtitle,https://eng.uber.com/urate/,2018,5,7,"uRate empowers both Uber employees and customers to provide quick and efficient feedback on tools and products, enabling engineers to build more responsive services.","uber engineering workflow, urate","urate empowers, uber employees",
uber,general-engineering,Rethinking GPS: Engineering Next-Gen Location at Uber,No subtitle,https://eng.uber.com/rethinking-gps/,2018,4,19,"Uber's Sensing, Inference, and Research team released a software upgrade for GPS on Android phones that significantly improves location accuracy in urban environments.","rethinking gps, gen location","significantly improves location accuracy, research team released",GPS improvement 
uber,general-engineering,Building Check-In Queuing & Appointment Scheduling for In-Person Support at Uber,No subtitle,https://eng.uber.com/check-in-queueing/,2018,3,28,Uber's Customer Obsession Engineering team developed new check-in queuing and appointment systems to improve the customer experience for driver-partners at our Greenlight Hubs.,"person support, building check","customer obsession engineering team developed new check, customer experience",
uber,general-engineering,Out of the Arcade: Designing the Uber Kiosk,No subtitle,https://eng.uber.com/uber-kiosk/,2018,3,15,The design of Uber's driver support kiosk drew inspiration from arcade games of the past along with new thinking on how to engage with customers in public spaces.,"uber kiosk, designing","driver support kiosk drew inspiration, public spaces",
uber,general-engineering,Year in Review: 2017 Highlights from Uber Open Source,No subtitle,https://eng.uber.com/2017-open-source/,2017,12,22,"As we approach the New Year, Uber Open Source revisits some of Uber Engineering's most popular projects from 2017.","uber open source, 2017 highlights","uber open source revisits, uber engineering",
uber,general-engineering,Year in Review: 2017 Highlights from the Uber Engineering Blog,No subtitle,https://eng.uber.com/2017-highlights/,2017,12,21,"To ring in the New Year, the Uber Engineering Blog shares some of our editor's picks for 2017.","uber engineering blog, 2017 highlights","uber engineering blog shares, new year",
uber,general-engineering,Denial By DNS: Uber's Open Source Tool for Preventing Resource Exhaustion by DNS Outages,No subtitle,https://eng.uber.com/denial-by-dns/,2017,12,5,"Uber Engineering built Denial by DNS, our open source solution for preventing DoS by DNS outages, to facilitate more reliable experiences on Uber's apps, no matter how users choose to access them.","preventing resource exhaustion, open source tool","uber engineering built denial, open source solution",
uber,general-engineering,Reliability at Scale: Engineering an Uneventful New Year's Eve,No subtitle,https://eng.uber.com/nye/,2017,11,30,"How does Uber keep New Year's Eve and other high traffic events...well, uneventful? By keeping our networks extensible and our services reliable year-round.","uneventful new year, scale","high traffic events ... well, uber keep new year",
uber,general-engineering,Architecting Uber Support with Customer Obsession Engineering,No subtitle,https://eng.uber.com/customer-obsession-engineering/,2017,11,20,Uber's Customer Obsession team builds tools that make the customer support experience quicker and more seamless for users across our services.,"customer obsession engineering, architecting uber support","customer obsession team builds tools, customer support experience quicker",
uber,general-engineering,Engineering Uber's On-Call Dashboard,No subtitle,https://eng.uber.com/on-call-dashboard/,2017,11,2,"Uber Engineering's On-Call Dashboard provides real-time incident response, shift maintenance, and post-mortem analysis for an improved on-call experience.","engineering uber, call dashboard","call dashboard provides real, time incident response",
uber,general-engineering,Introducing Chameleon: A Global CMS from Uber Engineering,No subtitle,https://eng.uber.com/chameleon/,2017,7,21,"Chameleon, a global CMS for Uber.com, enables regional operations and marketing teams at Uber to build and ship customized, on-brand webpages.","uber engineering, introducing chameleon","enables regional operations, ship customized",
uber,general-engineering,Detecting Abuse at Scale: Locality Sensitive Hashing at Uber Engineering,No subtitle,https://eng.uber.com/lsh/,2017,5,9,"In this article, we discuss how Uber Engineering uses Locality Sensitive Hashing on Apache Spark to reliably detect fraudulent trips at scale.","locality sensitive hashing, uber engineering","uber engineering uses locality sensitive hashing, reliably detect fraudulent trips",
uber,general-engineering,Adopting the Next-Gen Internet Protocol: Deploying IPv6 for Uber Engineering,No subtitle,https://eng.uber.com/ipv6/,2017,4,27,Uber Engineering's data center architecture is adopting IPv6 support to keep pace with the expansion of our services.,"gen internet protocol, uber engineering","data center architecture, adopting ipv6 support",
uber,general-engineering,Engineering the Future with the Uber Developer Platform,No subtitle,https://eng.uber.com/uber-developer-platform/,2017,4,14,The Uber Developer Platform empowers engineers worldwide to build moving in-app experiences for riders and drivers through integrations with Uber's Trip Experience API.,"uber developer platform, future","uber developer platform empowers engineers worldwide, trip experience api",
uber,general-engineering,Engineering Safety with Uber's Real-Time ID Check,No subtitle,https://eng.uber.com/real-time-id-check/,2017,3,13,"Say cheese! To better identify driver fraud, Uber Engineering's safety team developed Real-Time ID Check, a face verification solution that uses Face API.","time id check, engineering safety","safety team developed real, better identify driver fraud",
uber,general-engineering,Mastermind: Using Uber Engineering to Combat Fraud in Real Time,No subtitle,https://eng.uber.com/mastermind/,2017,3,8,Uber Engineering's fraud prevention team built the Mastermind rules engine to detect highly evolved forms of fraud at large scale in a fraction of a second.,"using uber engineering, real time","detect highly evolved forms, fraud prevention team built",
uber,general-engineering,Engineering Security Through Uber's Custom Email IDS,No subtitle,https://eng.uber.com/custom-email-ids/,2016,12,22,An Uber incident response engineer discusses why we built our own custom email IDS to help guard against well executed phishing campaigns.,"custom email ids, engineering security","uber incident response engineer discusses, well executed phishing campaigns",
uber,general-engineering,Visualize Data Sets on the Web with Uber Engineering's deck.gl Framework,No subtitle,https://eng.uber.com/deck-gl-framework/,2016,11,10,"In this article, we discuss deck.gl, an open sourced, WebGL-powered framework specifically designed for exploring and visualizing data sets at scale.","visualize data sets, uber engineering","powered framework specifically designed, visualizing data sets",
uber,general-engineering,Designing Euclid to Make Uber Engineering Marketing Savvy,No subtitle,https://eng.uber.com/euclid/,2016,10,19,"In this article, we take a look at Euclid, Uber Engineering's Hadoop and Spark-based in-house marketing platform.","make uber engineering marketing savvy, designing euclid","house marketing platform, uber engineering",
uber,general-engineering,Pyflame: Uber Engineering's Ptracing Profiler for Python,No subtitle,https://eng.uber.com/pyflame/,2016,9,27,"Seemingly small inefficiencies are greatly magnified as Uber's business scales. In this article we'll explore design considerations and unique implementation characteristics of Pyflame, Uber Engineering's high-performance Python profiler implemented in C++.","uber engineering, ptracing profiler","performance python profiler implemented, unique implementation characteristics",
uber,general-engineering,How Uber Engineering Massively Scaled Global Driver Onboarding,No subtitle,https://eng.uber.com/driver-onboarding/,2016,9,2,A behind-the-scenes look at how Uber Engineering continues to develop our virtual onboarding funnel which enables hundreds of thousands of driver-partners to get on the road and start earning money with Uber.,uber engineering massively scaled global driver onboarding,"virtual onboarding funnel, start earning money",
uber,general-engineering,uReplicator: Uber Engineering's Robust Apache Kafka Replicator,No subtitle,https://eng.uber.com/ureplicator/,2016,8,4,"Take a look into uReplicator, Uber's open source solution for replicating Apache Kafka data in a robust and reliable manner.","robust apache kafka replicator, uber engineering","replicating apache kafka data, open source solution",
uber,general-engineering,"The Uber Engineering Tech Stack, Part II: The Edge and Beyond",No subtitle,https://eng.uber.com/tech-stack-part-two/,2016,7,21,"The end of a two-part series on the tech stack that Uber Engineering uses to make transportation as reliable as running water, everywhere, for everyone, as of spring 2016.","uber engineering tech stack, part ii","uber engineering uses, tech stack",
uber,general-engineering,"The Uber Engineering Tech Stack, Part I: The Foundation",No subtitle,https://eng.uber.com/tech-stack-part-one/,2016,7,19,"Uber's mission is transportation as reliable as running water, everywhere, for everyone. Here's the first of a two-part series on the tech stack that Uber Engineering uses to make this happen.","uber engineering tech stack, part","uber engineering uses, tech stack",
uber,general-engineering,An Uber Engineer Discusses Cash for India Growth and Beyond,No subtitle,https://eng.uber.com/india-growth-cash/,2016,4,13,An Uber engineer discusses how introducing cash payments for rides has fostered Uber's growth in India and beyond.,"uber engineer discusses cash, india growth","introducing cash payments, uber engineer discusses",
uber,general-engineering,How We Built Uber Engineering's Highest Query per Second Service Using Go,No subtitle,https://eng.uber.com/go-geofence/,2016,2,24,"How the Go programming language helped Uber Engineering build and scale our highest queries per second microservice, for geofence lookups.","highest query per second service using go, built uber engineering","go programming language helped uber engineering build, highest queries per second microservice",
uber,general-engineering,How Uber Engineering Evaluated JSON Encoding and Compression Algorithms to Put the Squeeze on Trip Data,No subtitle,https://eng.uber.com/trip-data-squeeze/,2016,2,16,"Imagine you have to store data whose massive influx increases by the hour. Your first priority, after making sure you can easily add storage capacity, is to try and reduce the data's footprint to save space. But how? This is the story of Uber Engineering's comprehensive encoding protocol and compression algorithm test and how this discipline saved space in our Schemaless datastores.","uber engineering evaluated json encoding, trip data","store data whose massive influx increases, easily add storage capacity",
uber,general-engineering,How Ringpop from Uber Engineering Helps Distribute Your Application,No subtitle,https://eng.uber.com/intro-to-ringpop/,2016,2,4,"How to develop with Uber Engineering's Ringpop, an open source library developed to make our applications cooperative and scalable.","uber engineering helps distribute, ringpop","open source library developed, uber engineering",
uber,general-engineering,Making a Business Statement with Uber Engineering,No subtitle,https://eng.uber.com/u4b-product-eng/,2016,1,26,"How the Uber for Business engineering team built our ride profiles feature to seamlessly toggle between business and personal trips, which debuted Fall 2015.","uber engineering, business statement","business engineering team built, ride profiles feature",
uber,general-engineering,Building the #UberBot on CodeFights for Uber Engineering,No subtitle,https://eng.uber.com/uberbot/,2015,10,20,"If you think you could out-solve Uber Engineering, here's the chance to prove it. We've partnered with CodeFights to bring you the #UberBot.","uber engineering, uberbot","solve uber engineering, uberbot",
uber,mobile,"Architecting a Safe, Scalable, and Server-Driven Platform for Driver Preferences with RIBs",No subtitle,https://eng.uber.com/carbon-driver-app-preferences-ribs/,2019,3,1,Our driver app's new server-driven preferences section enables driver-partners to customize their experiences to make the app better fit into their lives.,"driver preferences, driven platform","driven preferences section enables driver, app better fit",
uber,mobile,Engineering Uber Beacon: Matching Riders and Drivers in 24-bit RGB Colors,No subtitle,https://eng.uber.com/uber-beacon-bluetooth-mobile-app/,2019,2,14,"In our ongoing series about rewriting the Uber driver app, engineer Kevin Babcock explains how we built the connection between the app and the Uber Beacon device, which displays a color remotely selected through a rider's app.","engineering uber beacon, bit rgb colors","engineer kevin babcock explains, uber beacon device",
uber,mobile,Expanding Access: Engineering Uber Lite,No subtitle,https://eng.uber.com/engineering-uber-lite/,2019,1,23,Many people around the world use Android phones based on hardware developed in 2015 and earlier. Uber engineers explain how they developed a lightweight rider app to serve this global audience.,"engineering uber lite, expanding access","world use android phones based, uber engineers explain",
uber,mobile,Building a Scalable and Reliable Map Interface for Drivers,No subtitle,https://eng.uber.com/building-a-scalable-and-reliable-map-interface-for-drivers/,2019,1,10,"In our ongoing series about rewriting the Uber driver app, engineer Chris Haugli explains how we designed the map display to be resilient, and always show the most useful information.","reliable map interface, scalable","engineer chris haugli explains, uber driver app",Map 
uber,mobile,How to Ship an App Rewrite Without Risking Your Entire Business,No subtitle,https://eng.uber.com/carbon-dual-binary-mobile-app/,2019,1,3,"Rather than shipping out our new driver app as a simple update to Android phones, Uber engineers delivered a dual binary package, enabling a safe and structured rollout of the new app while maintaining support for the previous version.","app rewrite without risking, entire business","uber engineers delivered, dual binary package",
uber,mobile,Scaling Cash Payments in Uber Eats,No subtitle,https://eng.uber.com/driver-app-cash-payments/,2018,12,12,Uber's new driver app leverages its offline mode along with a cash-drop system organized around restaurants so that Uber Eats customers can pay for deliveries with cash.,"scaling cash payments, uber eats","drop system organized around restaurants, new driver app leverages",
uber,mobile,How Uber's New Driver App Overcomes Network Lag,No subtitle,https://eng.uber.com/driver-app-optimistic-mode/,2018,11,28,"In our continuing series about building our new driver app, Uber engineers discuss building its Optimistic Mode feature, which lets the app continue functioning while traversing network lag areas.","new driver app overcomes network lag, uber","traversing network lag areas, uber engineers discuss building",
uber,mobile,Architecting Uber's New Driver App in RIBs,No subtitle,https://eng.uber.com/driver-app-ribs-architecture/,2018,11,9,"In our continuing series about building our new driver app, Uber engineers discuss designing the architecture of the mobile app using RIBs, our open source mobile development framework.","new driver app, architecting uber","open source mobile development framework, uber engineers discuss designing",
uber,mobile,Introducing Nanoscope: An Extremely Accurate Method Tracing Tool for Android,No subtitle,https://eng.uber.com/nanoscope/,2018,4,30,"Uber's Mobile Engineering team open sources Nanoscope, a new method tracing tool for Android that enables developers to more accurately debug difficult performance issues.","extremely accurate method tracing tool, introducing nanoscope","mobile engineering team open sources nanoscope, accurately debug difficult performance issues",
uber,mobile,"NEAL, Uber's Open Source Language-Agnostic Linting Platform",No subtitle,https://eng.uber.com/neal/,2018,1,31,Not Exactly a Linter (NEAL) takes code reviews one step closer to full automation by allowing engineers to write custom syntax-based rules in any language.,"open source language, agnostic linting platform","takes code reviews one step closer, write custom syntax",
uber,mobile,Harnessing Code Generation to Increase Reliability & Productivity on iOS at Uber,No subtitle,https://eng.uber.com/code-generation/,2018,1,11,Uber's mobile engineers leverage code generation to make our applications more reliable and boost developer productivity.,"harnessing code generation, increase reliability","mobile engineers leverage code generation, boost developer productivity",
uber,mobile,Unifying Mobile Onboarding Experiences at Uber,No subtitle,https://eng.uber.com/mobile-onboarding/,2017,12,14,"By unifying mobile onboarding experiences for our new rider app, Uber Engineering made it easier than ever before for users to ""get moving.""","unifying mobile onboarding experiences, uber","unifying mobile onboarding experiences, uber engineering made",
uber,mobile,"Engineering NullAway, Uber's Open Source Tool for Detecting NullPointerExceptions on Android",No subtitle,https://eng.uber.com/nullaway/,2017,10,19,"Uber Engineering built and open sourced NullAway, our fast and practical tool for eliminating NPEs, to help others deploy more reliable Android apps.","open source tool, engineering nullaway","uber engineering built, reliable android apps",
uber,mobile,Deploying More Reliable Apps with Uber Engineering's XP Background Push,No subtitle,https://eng.uber.com/xp-background-push/,2017,8,24,"Uber Engineering's XP Background Push mitigates bugs safely and efficiently in real time, facilitating more seamless user experiences on our apps.","xp background push, uber engineering","xp background push mitigates bugs safely, seamless user experiences",
uber,mobile,Unpacking the Android Bundle with AutoValue Extensions at Uber Engineering,No subtitle,https://eng.uber.com/autovalue-bundle-extension/,2017,8,16,"Uber Engineering's new open source tool, AutoValue: Bundle Extension, decreases the likelihood of encountering bugs by enabling Android engineers to quickly unbundle data into value classes.","uber engineering, autovalue extensions","new open source tool, quickly unbundle data",
uber,mobile,Building More Reliable Apps with Uber Engineering's Startup Reason Reporter,No subtitle,https://eng.uber.com/startup-reason-reporter/,2017,8,11,"In this article, members of Uber's Mobile Platform team introduce Startup Reason Reporter, our new open source tool for detecting startup reason on iOS.","startup reason reporter, uber engineering","mobile platform team introduce startup reason reporter, new open source tool",
